path,kind,owner,lines,sha256,disposition,static_signals,review_basis
docs/BOTS_SIMPLIFICATION_2026-08-27.md,documentation,docs,224,a4eb08e2c9f617bc01d1b4c6b479191b8fb49abad3db5c40cf9947cf88512224,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/BOT_OAUTH_COORDINATION.md,documentation,docs,93,d2f2b3a8dbb55872ab73b7b589dd4ca95be906b94b9f24697f6dac97ae661bc8,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/BOT_SAFE_RETRY_REPAIR_2026-08-30.md,documentation,docs,91,2f1b27fe46bb91c41871b510ee7ea0624f2e1ba0b175e9eb2c704458d181cffd,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/BOT_UPGRADE_VERIFICATION_2026-08-31.md,documentation,docs,261,90cea8bc706b1a825f1c0d065bcac7303456e0d91363063b526f5defbe01f991,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/CLI_POLICY.md,documentation,docs,33,84750f57442054b045967873eedaa5ab094a2ac2c8f9835355e748bf8629dc6d,changed,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/CUSTOM_THEMES.md,documentation,docs,229,bbac183e5fef7e2d17a6bf5dfbab9b2e7b565ec5e592eed221459ee72f58d515,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/OPENCODE_1_15_UPGRADE_NOTES.md,documentation,docs,32,c4abec89474883b346fe5dc5bafe66a152ba37a4983cab3a96663b78fb022c12,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/OPENCODE_1_16_2_UPGRADE_NOTES.md,documentation,docs,42,5fa2242f3d1d8a1025061bb6977045bb5b82f6adc64f9c5df2c67fe03126ff6e,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/OPENCODE_1_16_UPGRADE_NOTES.md,documentation,docs,39,1d3503c5e2ac638f100a31275d898ce4bbd69b9f45962791107a1dd2bd6455f8,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/OPENCODE_1_17_14_UPGRADE_NOTES.md,documentation,docs,41,4ee5bbfbb32acb04adaf8eab1c1ccc0d39dcb7b783c5341da1d183bd0f9068ba,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/OPENCODE_1_18_27_UPGRADE_NOTES.md,documentation,docs,63,49da438d0cee61c9284b13e5655ae6c9ab38ff5277300cabb99740f1e46b6eb6,changed,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/PREVIEW_REMOTE_RELAY.md,documentation,docs,332,0b4546d3559d1dd9e02f3806f81594ff3b19624e45ef2b3825ecba5c3f0a598e,changed,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/PROVIDER_RECOVERY.md,documentation,docs,217,b6c5902b12bc1b8a2fa9854df69ae6038822e7d1a62962c8f8b1a92503bf78af,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/QA.md,documentation,docs,399,b48b0b86d9db77b675b85255038992262e94d5ea0d4ae77715b24ab929e1fd7f,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/REVERSE_PROXY.md,documentation,docs,337,639a331c2aca02095f18cf2a89c520d7b1c0d36dc896eb6c93ac0ca84df7dd3a,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/SESSION_CHANGES.md,documentation,docs,119,1ba12b81d105e263f76d6a7486019adda117f9687db55b6a833a1251bc4db52c,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/SESSION_CREATION_VERIFICATION.md,documentation,docs,127,cb31b92d1d5fec47532bbd71108ee205ea60063bd9b7651a384c551056f548a7,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/TAURI_TO_ELECTRON_CUTOVER.md,documentation,docs,349,e260295783addc9e8e5633bd4da1bc7da268e292176b6734ab736db30ce7357a,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/TESTING.md,documentation,docs,213,570380bf5b59efb366399fe73c1405e74dcf42f9bf40aafec2923a48d73a9d33,changed,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/TURN_EVIDENCE_IMPLEMENTATION_PLAN.md,documentation,docs,368,ff5e9949fbace291447652031e85a3e314c098346c2c1b1788ee733889815bb2,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/audits/2026-07-10-devryan-reliability-pass.md,documentation,docs,499,275bdc720d497c8f64c7ba3bfcac8ad9c9d564e9057ebd9c349d2068f9dd159c,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-07-15-ecc-performance-and-agent-eval-pass.md,documentation,docs,285,46b917a8e869080f43805d65d19ed640167ed686770e94755dd5ffac1e20dcd6,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-02-tier-1-2-integration.md,documentation,docs,144,2d02899d3e77981534ff6e7f67b811e282ae51c573da339aacfde435a0e11651,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-22-production-bots-mvp.md,documentation,docs,202,7551e55a23245d07358a225067ecd053483334e0b7340665125199cfe9a30c9b,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-24-bot-settings/README.md,documentation,docs,104,1fccec8b92f1d4d2071783976f18e56ef30d8c758404cfb76b9a0b4d03649b5b,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-26-bot-titlebar-controls/README.md,documentation,docs,43,b3b73dc5d9e98999dc09f5fddbbccf6c4793ea522ee2d1903f7766a0c1662c10,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-27-agent-agnostic-bots/README.md,documentation,docs,62,f6ae163f68437158877dd40e22da958aef77456da636edf0002c423310e55aec,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-28-session-title-reliability/README.md,documentation,docs,25,c2d7b58038d2ce84293e28a1ba39ea37d15b6b69dccc78334143c5f102f45fc0,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-30-bot-failure-repair/README.md,documentation,docs,79,60615954f2201675fd8f1cc5736bc1999cab44957a48ae662f4e80be7759279f,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-08-31-browser-inspection.md,documentation,docs,101,be26b2c23183de4f748d14fff0b628b21fea31715dd3d794d427b095933919d3,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/README.md,documentation,docs,45,c82d09609d7dd7422298013a1914771df209972d3d931adac775bcf9b9648822,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/coding-agents-acceptance.md,documentation,docs,85,321c30e24b8a6e78a86a99006371d58b0189b41629922466fec635e212c98dbf,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/coding-agents-history.md,documentation,docs,144,7a9aa609e4b9fb27c977399aca3d466eb718bf38c9175a6bdadf06fd1700c422,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/findings.md,documentation,docs,73,f28a96a4c52e252c88ffbc4e3771492a0d94f0c5c074faa2e1f60628a34dec8f,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/finish-plan-handoff.md,documentation,docs,13,f89984eeeaef6b6940ec76f607f506d310907fab7f10e32cd8ed1ea98a6bee89,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/macro-review.md,documentation,docs,41,8cc24c33f0679623bf89343277b4070cecac90fd8d915defe29f7e8b80d7ce3d,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/memory-decision.md,documentation,docs,16,527cee66d0b22e5e7e9850bc80a48136e40d7e29a22c732b6d8fda5a87b97972,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/packaged-instruction-review.md,documentation,docs,15,2ba1c4466040c0289497ed428e6834daebdbea78353d8479d581cc7df04e5971,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/performance.md,documentation,docs,135,cf11fd19801b99de6a915f41e7c7ccb4b2bf79b100a3b79fcb6e672fb87d1d32,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/resume-plan.md,documentation,docs,73,e1972b87a40d18357eab6321e1852f14fdf16c415f532861267ff3b739ae86e7,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/second-opinion-brief.md,documentation,docs,65,b5e7f1624f5229dd4a953624e854a11d9a9cac4995e849cb290fc7bca79d6da8,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/second-opinion-review-r2.md,documentation,docs,42,0360dbb66580c72cb19fe244c667d9f877b971be92aafc51adcef5384b4173e5,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/second-opinion-review-r3.md,documentation,docs,26,4d2a40a29116160335dde70f736ea9c162bcb472955348ab2d1b809aced06f0a,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/second-opinion-review.md,documentation,docs,33,8fc7dd76cda6ca6163beec139ef049940f318eb3af7d376e671aa261884851c8,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/source-test-review.md,documentation,docs,18,2ff727fe56d1bba392c9d630ea0f59c46cc09b039331d337ef37dd551b33ac0f,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/startup-bundle.md,documentation,docs,82,775afcff18c02aaef19e1ccf16f4067c409b87cefc63141d3bc543cdac73f20a,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-05-cleanup/visual-review.md,documentation,docs,113,f9d476ac26890d55f0cfd0ee7612b1ef2390240e7a7760a4218661e5ba5330d3,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-06-designer-continuity.md,documentation,docs,87,2ac32871adb728a3e145f95c7f94c4ad6c271bbc39257d9509afb14ba32644a7,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-06-extension-removal.md,documentation,docs,42,6ec63a2ac9b1a424700de9f7c83c3c5af88a05e880e5621fd1291d5e7b9beaa2,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-06-recovery-cards/README.md,documentation,docs,47,4ef91ff3814a141ef015b643765ad93e20253996134a27c8be961f4c401d7592,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-06-runtime-owner-recovery.md,documentation,docs,87,0de551d60c705fe9bec7b88ad11a91c914fb0ab7fa783efbb131fac5cf0fc8dd,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/2026-09-07-thinking-slider/README.md,documentation,docs,50,c42ca9feebb882618ac5fbbdf2eda0f5d4b1aa8142475d49c93d7c4393bd2fbc,retained,,"Historical record; missing old paths reported, content preserved."
docs/audits/reusable-cleanup-checklist.md,documentation,docs,24,3bc25e78497537ecd0a077e037564be2353dbcfdea0e2be4f7ca1bcda34f2429,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-05-18-humanize-tool-display-names.md,documentation,docs,306,4f8ebe86675d40b730fa3213814a7f02fe12242f319a2b761f6e7dfb0f39e741,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-05-19-cursor-acp-duplicate-text-normalization.md,documentation,docs,664,ec520eaf0cefb2a3ab99aee1eb8c709a3fe19a12fd379d1d037beb85a4992674,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-05-19-cursor-composer-output-duplication.md,documentation,docs,542,7cbf3b005a49829591040384500e861404bd817db0f5db7fd82628dd7df6d2b1,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-05-19-subtask-activity-and-status-actions.md,documentation,docs,313,697ebe9f5df9643f37cd4e48b7b34b53aa4b669bb0befdfc83566458996a7fea,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-05-27-cursor-composer-streaming-latency.md,documentation,docs,289,90eb1e13f929b62bcf76033c9a2cb286df375d1687c95fc18ceab11407f75723,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-05-28-clear-read-completion-indicator.md,documentation,docs,152,593d38ae0bfa6e763831a1a2a2bc91a17ec59e055f853103b213d12c0c8a2528,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-07-opencode-go-usage-auth-and-icon.md,documentation,docs,783,f348078fed0456efa003a1770a97871c16d90345a79ab7ed70bb1a402b7ae890,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-10-devryan-managed-orchestration.md,documentation,docs,230,fbe13150f741d6ae8afa36e1f6446de50e881813edf2f5b638894b3193288157,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-10-devryan-stabilization-and-reliability.md,documentation,docs,964,9a1d689b198a4f23f51ae7e144d73c24dd4cc1be1a482415805ca91b8b6401a7,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-10-gpt-5-6-sol-terra-ultra.md,documentation,docs,98,a58c2df79f8a1375096ece94e918e8c43614d6d2ba8a47fe937229e5a0849b0f,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-12-clean-user-opencode-setup.md,documentation,docs,161,9803557bdf6ba1006463560a119940f013906368914a549d5d4e21f0f324fb52,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-12-cloudflare-managed-token-normalization.md,documentation,docs,228,746b9239e072b3e364910e3bd1f1acee2798e1f2b6a731135832efe22442f32c,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-12-full-reasoning-output.md,documentation,docs,161,563ce34e703a5c707e792625e2430bdfab418af411d06a03401c9de889c049a9,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-12-provider-retry-recovery-gate.md,documentation,docs,133,7061a59ab2b2ec035e959eeb8d47e9be5970bb5688a0301d82c2fc6116414c3a,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-13-active-session-diff-counter.md,documentation,docs,56,d334c0410e4fa5328a418546a1b1814bacb7d5e57177fe7d4c85151bd31dc9ed,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-13-openai-luna-oauth-send.md,documentation,docs,303,5c68ccbbcae79512bd1bdfb4e1dd95bb9ff37622e68fc3743b386fc2f6897faa,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-13-opencode-1-17-20-upgrade.md,documentation,docs,164,d2b084b47229bc11f6a24583c075689ef5fa91fde7cf8b967ed8abbe897e4500,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-14-managed-dispatch-latency.md,documentation,docs,373,9e8554fd403514677f8173cf8e02049d193465359a7a965ed28a599b00f8866a,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-14-model-switch-handoff-retention.md,documentation,docs,305,aab4d9350bb56738d4e6eaffe1e3ed2cd5067b337b4a4abbf92a2be18c689737,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-active-directory-hydration.md,documentation,docs,20,ce44d5734f4d71a5355a62d30e7e69ea9f5684213eff330bedd00da643d0eef6,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-bootstrap-abort-guard.md,documentation,docs,7,962e6ca6784fbfc55173b0ce478c382386134879cfffa86341411063dba34fc6,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-child-poll-non-regression.md,documentation,docs,13,4939d8ab33813e79a55f89f5aa4de64cd3ea91857a8634b752656ebf3010d25e,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-devryan-release-asset-naming.md,documentation,docs,171,ddd9b20e9e331d9e24094f360896cdedd6d2b7aa9ffcd8a483ce7af56ca940b3,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-directory-delete-rollback-reconciliation.md,documentation,docs,11,d1ee6d6fbacf0581725afcfde0cc8c6dbe80fd92df3ddfcf644f3208eaf7ab07,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-external-session-delete-selection.md,documentation,docs,10,351fc043f65d28d4b76a39cd985be683903a7597fa527139217f5d3ef67febcb,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-failed-revert-message-reconciliation.md,documentation,docs,12,f014027ccb694d71c1ea49690728b50d46ed69e397bb3269c4c4a9159b1559dc,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-legacy-plugin-file-discovery.md,documentation,docs,12,ed5d3060ccf72016d228aad569c066d4631d390f01292392fe74685dddf0ab49,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-managed-launch-ownership.md,documentation,docs,11,0b6d959d46f4865d2efee8ae1fdf6f729df72e67297b2aabfa0564de39df43b4,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-managed-pending-start-idle-recovery.md,documentation,docs,7,c6a3d91824b7af7e36081f6e3fef7abd69a8811dcba68f7c154cdf2854b235cf,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-managed-result-tool-payload.md,documentation,docs,12,80de4fc23cc69cc9190eeca9fd71e804d1df535e7cf5e1bb4c17abd6ee318290,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-manual-queued-dispatch-identity.md,documentation,docs,15,d5a5dd6dcbbc7a009acbc1f71375b44c7296a9d6de7e5645e9fa417c02f7e08c,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-optimistic-shadow-message-confirmation.md,documentation,docs,12,407e8ac027a6e18581ebf4f1fff892d19e427ba5c0e860dcd30deb24bc8aa3b5,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-provisional-assistant-parent-hydration.md,documentation,docs,10,5eaff3f897a9bb0bae9bebd134b84f2469292ea0d87e6a45803afcb69d8980cd,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-queued-reconnect-auto-send.md,documentation,docs,15,8e9b703dbe49a312cde46bd8497fe4915a54325407719c570bbc4e45eaee024b,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-reconnect-status-snapshot-race.md,documentation,docs,10,49375907bdc876a67b5a7fdcfc8f483c7662f2759df0e64d86fcc00a454d14a2,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-retry-deadline-abort-guard.md,documentation,docs,22,4e9075b62655dc4fdbff0a5f15efa3aa8ae557c350fa5162d0aec1783162f3d8,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-runtime-plugin-registration-dedup.md,documentation,docs,8,d548414bd7e1565d73386962bebf78b3528fdffb98b6c85dcfc5005b0387b088,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-completion-delete-cleanup.md,documentation,docs,9,728b53a29bb296651aa4bccf77b7c1eccc8e1b9141079c30bad2e98f9487dc50,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-composer-delete-cleanup.md,documentation,docs,12,396cb0ce90455b703cb158735fb8c4817c56a573a6fb3ccfcbc342af13e2ad72,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-context-store-delete-cleanup.md,documentation,docs,11,ea69da3eac39e64f90433182ad25b1ac896b4bc7cb365e5029c0331d9064d759,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-directory-routing-alias.md,documentation,docs,15,79dfb2a17483b5c745a558759fe925434daa2afd542633f9f2416308d9b89f56,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-materialization-delete-cancellation.md,documentation,docs,10,651365a4d4a931e5cd959f64125d46266ca60069b466398ec6e8f86e71e72d99,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-permission-auto-accept-delete-cleanup.md,documentation,docs,11,598a836390a55f9571d19fdb0f6b663e4b4fc202f6dba81457c4de52faf7c781,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-queue-delete-cleanup.md,documentation,docs,11,aa0e5f178a669e0665b6a67b79e301b2fef952664e8f5988e63429a4ec41cc32,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-selection-delete-cleanup.md,documentation,docs,11,e1f3b9e5c143ebd90a49630dd48ce7c788dcbab8a10dff02189435321a5c4ca1,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-session-ui-delete-retirement.md,documentation,docs,10,9d6799b2a92c9a80136bd48d8fa26c09c78cb5a1b285e9ae9cc46527b888c353,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-15-unexpected-abort-reconciliation-delete-cancellation.md,documentation,docs,9,002d7948c28d13b318875a877dbff2ae6f46753c4331f8888d20ea75d8df110b,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-16-agent-eval-causal-repair-evidence.md,documentation,docs,153,71d5354106ce730bcf5333c0d9e3d355d70fefa7e1404015e57b4412ca474ce2,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-16-ecc-final-review-fixes.md,documentation,docs,31,6cb6b42044b2db893bd7794da686097beffb73d86e0ac18fc3436f838708db36,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-07-16-ecc-wrapper-carrier-evidence.md,documentation,docs,102,21ede443a0b92b474ed4b4efd404a50148c409d25a9cf6e9463776512777b8cd,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/plans/2026-08-22-production-bots-docker-mvp.md,documentation,docs,807,10ee2c50335ab52674dc81d4930d5460ad02454ac37dc77aa866690f570c797b,retained,,"Historical record; missing old paths reported, content preserved."
docs/superpowers/specs/2026-07-10-devryan-full-audit-reliability-design.md,documentation,docs,543,fafda22e5475e5eb3def8bddc3d1abd1b353bbd72d21e98f5c76b8e1e4a2149f,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/superpowers/specs/2026-07-10-gpt-5-6-sol-terra-ultra-design.md,documentation,docs,64,614fc3b23695a79dbc06e5db23531141eaead2544c89bf3a06b9c5c393039f58,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
docs/superpowers/specs/2026-07-12-clean-user-opencode-setup-design.md,documentation,docs,122,e80cc0b45bf6aefdc48a7f32681b42db7d6a835cdc3e09594ae33a6a708bbf7a,retained,,Current local-reference and documented-command scan; targeted factual corrections recorded in report.
